experiment,seed,condition_label,n_train,n_test,context_dim,target_dim,K,d,r_star,alpha,overlap,sigma_z,sigma_y,spectrum_decay,spectrum_trace,embedding_decay,embedding_trace,subspace_operator,test_mse,ols_test_mse,rrr_test_mse,oracle_test_mse,ols_test_risk,rrr_test_risk,excess_risk_over_ols,recovered_rank,rrr_effective_rank,model_effective_rank,rank_equality_target,rank_equality_gap,oracle_rank,oracle_effective_rank,target_rank,rank_fraction,oracle_rank_fraction,subspace_error,theorem_subspace_error,operator_error_op,cross_cov_error_op,subspace_bound_denominator,empirical_subspace_bound,empirical_subspace_bound_clipped,subspace_bound_valid,sigma_min_nonzero,sigma_top,lambda_top,oracle_sigma_min_nonzero,oracle_sigma_top,oracle_lambda_top,oracle_effective_sigma_min,lambda_het_proxy,oracle_lambda_het_proxy,sigma_at_population_rank,lambda_at_population_rank,oracle_sigma_at_population_rank,oracle_lambda_at_population_rank,sigma_at_bottleneck_rank,lambda_at_bottleneck_rank,oracle_sigma_at_bottleneck_rank,oracle_lambda_at_bottleneck_rank,relative_conditioning,oracle_relative_conditioning,trace_h,oracle_trace_h,entropy_gap,oracle_entropy_gap,embedding_relative_conditioning,embedding_entropy_gap,empirical_effdim,oracle_effdim,zz_hat_min_eig,zz_hat_condition,zz_pop_min_eig,zz_pop_condition,spectral_tail_proxy,empirical_spectral_tail,population_spectral_energy,empirical_spectral_energy,spectral_tail_ratio,empirical_spectral_tail_ratio,excess_risk_ratio,relative_rrr_to_ols,per_target_excess_mse,per_target_risk_stability_ratio,fixed_eval_mse,fixed_eval_excess_mse,risk_stability_ratio,fixed_eval_relative_mse,oracle_fixed_eval_mse,oracle_fixed_eval_relative_mse,theorem_fixed_eval_mse,theorem_oracle_fixed_eval_mse,theorem_fixed_eval_excess_mse,theorem_fixed_eval_relative_mse,runtime_sec
heterogeneity,0,,32768,8192,32,1,32,16,16,0.08106,0.0,0.1,0.1,1.0,16.0,1.0,16.0,cross_cov,0.7372670597569573,0.7372701748790876,0.7372670597569573,0.7367775269264318,23.592645596130804,23.592545912222626,-9.968390817860495e-05,2,2,2,2,0,16,2,16,0.125,1.0,0.024587492267298745,0.0095355291590567,1.1061704572964053,1.1061704572964053,-1.0838097996168248,,1.0,0,3.140033649708741,48.844553887757286,2385.7904444940255,0.02236065767958047,48.49619683394781,2351.88110735701,3.1621212189466585,9.859811321303173,0.000499999011863381,0.02272735748094354,0.0005165327780666002,0.02236065767958047,0.000499999011863381,0.02272735748094354,0.0005165327780666002,0.02236065767958047,0.000499999011863381,2.1650383387973776e-07,2.1259536049646167e-07,2405.2302340685164,2371.4809573486828,-6.983705811859953,-6.976043861527685,1.0,0.0,1.00814815467945,1.0083336908189626,0.009620925687758472,109.84859678799829,0.0099999999999997,101.00000000000314,3.7200758118500014e-30,8.829975677814003e-05,2348.000947869988,2362.5770179029037,1.584358735129432e-33,3.7374340014751195e-08,-4.219287135328501e-08,0.9999957747888949,0.0004895328305254409,0.05133777290801845,34.13957800966632,0.03134257219009129,3.2869253155523723,0.4623866176798148,34.10823543747623,0.4619621137231385,0.730947792020467,0.7309626835127239,-1.4891492256863259e-05,0.009899960601656418,0.14593109997804277
heterogeneity,1,,32768,8192,32,1,32,16,16,0.08106,0.0,0.1,0.1,1.0,16.0,1.0,16.0,cross_cov,0.7401981720894061,0.7402019338396304,0.7401981720894061,0.7392853506099272,23.686461882868173,23.686341506860995,-0.00012037600717818009,2,2,2,2,0,16,2,16,0.125,1.0,0.021429616876911327,0.008989033771146815,1.1813863303682066,1.1813863303682066,-1.159025672688626,,1.0,0,3.201380093117129,47.75273765439014,2280.32395348901,0.022360657679580433,48.49619683394781,2351.88110735701,3.1621212189466634,10.248834500606629,0.0004999990118633794,0.022749268369831332,0.0005175292113626083,0.022360657679580433,0.0004999990118633794,0.022749268369831332,0.0005175292113626083,0.022360657679580433,0.0004999990118633794,2.2695424944809383e-07,2.1259536049646098e-07,2300.128703763573,2371.4809573486828,-6.948161601324147,-6.9760438615276845,1.0,0.0,1.0086850599645112,1.0083336908189626,0.009651634351732044,108.26602114586935,0.009999999999999504,101.00000000000512,7.410185265569132e-30,8.758625320534497e-05,2348.0009478699985,2311.0171021334304,3.155954971948082e-33,3.7899439655591105e-08,-5.2087891113853806e-08,0.9999949179405614,0.0009128214794789091,0.10154834242684706,34.318358226108174,0.005481500207032752,0.6097985997813674,0.46809795376911967,34.31287672590114,0.46802318681746097,0.7387087293791801,0.7387019900200865,6.739359093566044e-06,0.010075891229281401,0.13575310001033358
heterogeneity,2,,32768,8192,32,1,32,16,16,0.08106,0.0,0.1,0.1,1.0,16.0,1.0,16.0,cross_cov,0.7482146803502784,0.7482175507446827,0.7482146803502784,0.748474806822277,23.942961623829845,23.94286977120891,-9.185262093680535e-05,2,2,2,2,0,16,2,16,0.125,1.0,0.04105037033905712,0.01243829473900214,0.9064244791276214,0.9064244791276214,-0.884063821448041,,1.0,0,3.1511421842225573,48.484900902751264,2350.78561554961,0.022360657679580398,48.49619683394782,2351.8811073570105,3.16212121894666,9.929697065186911,0.0004999990118633778,0.023020822855780238,0.0005299582849572138,0.022360657679580398,0.0004999990118633778,0.023020822855780238,0.0005299582849572138,0.022360657679580398,0.0004999990118633778,2.254387986091664e-07,2.1259536049646027e-07,2370.19281180036,2371.480957348683,-6.974373381509708,-6.9760438615276845,1.0,0.0,1.0082556214919718,1.0083336908189626,0.009562046559648808,110.51227532791884,0.009999999999999535,101.00000000000487,7.235327902066286e-30,6.77690598437476e-05,2348.0009478699744,2347.753913625729,3.0814842339096695e-33,2.8865486902368386e-08,-3.912361530044421e-08,0.9999961636900907,-0.0002601264719985785,0.0,34.01587070345247,0.07994657385315662,6.4274545289936045,0.4674041365876491,33.935924129599314,0.4663056093839582,0.7358432286498161,0.7358494723851354,-6.243735319322319e-06,0.010111049984559922,0.1328116999939084
heterogeneity,3,,32768,8192,32,1,32,16,16,0.08106,0.0,0.1,0.1,1.0,16.0,1.0,16.0,cross_cov,0.752798038114833,0.7527998309345497,0.752798038114833,0.7523400878919595,24.089594589905595,24.089537219674664,-5.7370230930331445e-05,2,2,2,2,0,16,2,16,0.125,1.0,0.038338308198930984,0.009355129039151987,1.1171647727585519,1.1171647727585519,-1.0948041150789714,,1.0,0,3.169590927479272,49.022356878634824,2403.191473936235,0.022360657679580443,48.49619683394783,2351.8811073570114,3.162121218946661,10.046306647558895,0.0004999990118633798,0.021906929564885477,0.0004799135629608534,0.022360657679580443,0.0004999990118633798,0.021906929564885477,0.0004799135629608534,0.022360657679580443,0.0004999990118633798,1.996984294284273e-07,2.1259536049646106e-07,2422.916713515707,2371.480957348684,-6.9937879157676015,-6.976043861527685,1.0,0.0,1.0082079350702604,1.0083336908189626,0.009663296413060154,108.25181929568731,0.009999999999999488,101.00000000000526,9.928486374746403e-30,7.78523815199664e-05,2348.0009478699717,2373.9796348348586,4.2284848239747076e-33,3.279403933276877e-08,-2.4166269199829213e-08,0.9999976184642411,0.0004579502228735377,0.04895178045722066,34.302008047718346,0.053192888850993825,5.685959929400994,0.4610789941262803,34.24881515886735,0.4603639886475349,0.7337467398288474,0.7337178461604222,2.8893668425178376e-05,0.009862839757750744,0.13255440001375973
heterogeneity,4,,32768,8192,32,1,32,16,16,0.08106,0.0,0.1,0.1,1.0,16.0,1.0,16.0,cross_cov,0.7214923421447882,0.7214941814637881,0.7214923421447882,0.721562227299241,23.08781380684122,23.087754948633226,-5.885820799278463e-05,2,2,2,2,0,16,2,16,0.125,1.0,0.03311953106429812,0.010607164098879072,1.6053530568800396,1.6053530568800396,-1.582992399200459,,1.0,0,3.1517475975696403,48.35595033591431,2338.297932889411,0.022360657679580467,48.49619683394784,2351.8811073570128,3.1621212189466608,9.933512918786036,0.0004999990118633809,0.022710452399301723,0.0005157646481809494,0.022360657679580467,0.0004999990118633809,0.022710452399301723,0.0005157646481809494,0.022360657679580467,0.0004999990118633809,2.2057268277341555e-07,2.1259536049646138e-07,2357.890750115225,2371.4809573486855,-6.965307051391719,-6.976043861527685,1.0,0.0,1.0083790935920656,1.0083336908189626,0.009563034068993346,109.84487688063638,0.009999999999999419,101.00000000000598,3.8190005623744024e-30,7.77035647820817e-05,2348.000947870003,2342.079668146547,1.6264902132338666e-33,3.317716550759949e-08,-2.513074546237075e-08,0.9999974506807578,-6.988515445283117e-05,0.0,33.6554581692916,0.025378208595647322,2.392553594822692,0.45602538706645257,33.63007996069595,0.4556815169179712,0.7317107633768241,0.731716008136472,-5.244759647915487e-06,0.00991454885003068,0.13555669999914244
heterogeneity,5,,32768,8192,32,1,32,16,16,0.08106,0.0,0.1,0.1,1.0,16.0,1.0,16.0,cross_cov,0.7668526863357201,0.7668555866422345,0.7668526863357201,0.7657473083085983,24.539378772551512,24.539285962743037,-9.280980847492515e-05,2,2,2,2,0,16,2,16,0.125,1.0,0.02334981413468404,0.012475074846688368,1.0263878362934,1.0263878362934,-1.0040271786138195,,1.0,0,3.084320854292689,48.98563530244042,2399.5924659836974,0.02236065767958046,48.49619683394781,2351.88110735701,3.1621212189466594,9.513035132224754,0.0004999990118633806,0.02231601035766232,0.000498004318283292,0.02236065767958046,0.0004999990118633806,0.02231601035766232,0.000498004318283292,0.02236065767958046,0.0004999990118633806,2.0753704028618808e-07,2.1259536049646148e-07,2418.6693732507674,2371.4809573486828,-7.000429068396668,-6.9760438615276845,1.0,0.0,1.007950061328122,1.0083336908189626,0.009477782037001259,111.39349386501999,0.009999999999999575,101.00000000000438,4.567287659699357e-30,8.04185673007483e-05,2348.0009478699885,2370.8328803196496,1.9451813526066145e-33,3.3919964569542244e-08,-3.91464996311389e-08,0.9999962179234723,0.0011053780271218505,0.0886069254658848,34.155121588198604,-0.010457007824491882,0.0,0.46313789809346145,34.165578596023096,0.4632796934201645,0.7413061417937364,0.7412946895036397,1.1452290096691797e-05,0.010051990811028238,0.1409218999906443
heterogeneity,6,,32768,8192,32,1,32,16,16,0.08106,0.0,0.1,0.1,1.0,16.0,1.0,16.0,cross_cov,0.7316665718988341,0.7316691879501853,0.7316665718988341,0.7309896013045305,23.41341401440593,23.413330300762688,-8.371364324233355e-05,2,2,2,2,0,16,2,16,0.125,1.0,0.024418618988980154,0.011230549286480365,0.8960615106785116,0.8960615106785116,-0.8737008529989311,,1.0,0,3.1635855051661257,48.167941817668954,2320.1506189503416,0.022360657679580464,48.49619683394782,2351.8811073570105,3.1621212189466603,10.008273248497208,0.0004999990118633808,0.023206817327463526,0.0005385563704702614,0.022360657679580464,0.0004999990118633808,0.023206817327463526,0.0005385563704702614,0.022360657679580464,0.0004999990118633808,2.321212968121481e-07,2.1259536049646154e-07,2339.8626519869467,2371.480957348683,-6.958815430047685,-6.976043861527684,1.0,0.0,1.0084960143861363,1.0083336908189626,0.009655921460570718,108.40132755534461,0.009999999999999624,101.0000000000039,6.986481208600806e-30,7.65250864055696e-05,2348.000947869997,2330.45315001622,2.9755018689147604e-33,3.283699842025873e-08,-3.5921616034954786e-08,0.9999964245435037,0.0006769705943036053,0.060279384118687815,34.52201208435259,0.0407446514740073,3.628019470343877,0.4690231513555364,34.48126743287858,0.4684695861465177,0.7289001618206141,0.7288953356145437,4.826206070451811e-06,0.009902987406566055,0.13860469998326153
heterogeneity,7,,32768,8192,32,1,32,16,16,0.08106,0.0,0.1,0.1,1.0,16.0,1.0,16.0,cross_cov,0.7505858704523086,0.7505877540974774,0.7505858704523086,0.7503520370769743,24.018808131119275,24.01874785447388,-6.027664539587363e-05,2,2,2,2,0,16,2,16,0.125,1.0,0.0296832963696439,0.014619926477296078,1.266337112656848,1.266337112656848,-1.2439764549772674,,1.0,0,3.151884520003967,48.48754966049648,2351.042472079112,0.022360657679580433,48.49619683394782,2351.8811073570105,3.162121218946662,9.934376027440706,0.0004999990118633794,0.02211845893436118,0.0004892262256310218,0.022360657679580433,0.0004999990118633794,0.02211845893436118,0.0004892262256310218,0.022360657679580433,0.0004999990118633794,2.0808906323090854e-07,2.1259536049646095e-07,2370.4550216315984,2371.480957348683,-6.979139730956064,-6.9760438615276845,1.0,0.0,1.008256996537931,1.0083336908189626,0.009535033709973311,109.4799586527466,0.009999999999999343,101.00000000000672,1.587057618388784e-29,7.742094941830355e-05,2348.000947869994,2348.63659891916,6.759186446787829e-33,3.2964209726584604e-08,-2.5664526144067105e-08,0.9999974904397808,0.0002338333753343358,0.01599415535348046,34.58354022707277,0.08215106669639738,5.619116267374761,0.4660894767494626,34.50138916037637,0.4649823099458466,0.7391383631843692,0.7391192288080032,1.9134376366025663e-05,0.009961519574921108,0.13032570001087151
heterogeneity,8,,32768,8192,32,1,32,16,16,0.08106,0.0,0.1,0.1,1.0,16.0,1.0,16.0,cross_cov,0.7366046411245575,0.7366074261218317,0.7366046411245575,0.7353621587706154,23.57143763589862,23.57134851598584,-8.911991277926745e-05,2,2,2,2,0,16,2,16,0.125,1.0,0.026562833827743902,0.009764640568483142,1.1691502818760655,1.1691502818760655,-1.146789624196485,,1.0,0,3.209548371821661,48.34694298672272,2337.4268961614175,0.022360657679580447,48.49619683394784,2351.8811073570128,3.1621212189466594,10.30120075106305,0.00049999901186338,0.021946114892127295,0.0004816319588584514,0.022360657679580447,0.00049999901186338,0.021946114892127295,0.0004816319588584514,0.022360657679580447,0.00049999901186338,2.0605220195309628e-07,2.1259536049646098e-07,2357.3601350140366,2371.4809573486855,-6.972229433024934,-6.976043861527685,1.0,0.0,1.0085278555172588,1.0083336908189626,0.009551733462445939,109.67745161420646,0.009999999999999686,101.00000000000333,9.583991709979361e-30,8.213112100444589e-05,2348.00094786998,2339.337724698719,4.0817665421615806e-33,3.5108706253614356e-08,-3.809621494080985e-08,0.9999962191566695,0.001242482353942087,0.12724301987647013,34.64294928026846,-0.001851998939073951,0.0,0.4638716700378913,34.644801279207535,0.46389646844156723,0.7356412006222578,0.7356468287726333,-5.6281503755251094e-06,0.009850290444979162,0.13299020001431927
heterogeneity,9,,32768,8192,32,1,32,16,16,0.08106,0.0,0.1,0.1,1.0,16.0,1.0,16.0,cross_cov,0.7549532252392919,0.7549546284235142,0.7549532252392919,0.755079772954299,24.158548109552452,24.15850320765734,-4.490189511230369e-05,2,2,2,2,0,16,2,16,0.125,1.0,0.02433955387763222,0.011735955037291277,1.047182316139086,1.047182316139086,-1.0248216584595056,,1.0,0,3.197555779054996,48.725349162537256,2374.15965101117,0.022360657679580485,48.49619683394783,2351.8811073570114,3.1621212189466616,10.224362960168003,0.0004999990118633817,0.022786074134011274,0.0005192051744406577,0.022360657679580485,0.0004999990118633817,0.022786074134011274,0.0005192051744406577,0.022360657679580485,0.0004999990118633817,2.1869008439239748e-07,2.1259536049646183e-07,2394.0359719253534,2371.480957348684,-6.9786118927678,-6.9760438615276845,1.0,0.0,1.0083719394800252,1.0083336908189626,0.009631405260632499,109.08816927084142,0.009999999999999593,101.00000000000428,4.886512037011454e-30,7.250768863464412e-05,2348.0009478699913,2358.5606494666345,2.081137165402039e-33,3.0742346460770904e-08,-1.9037837811148855e-08,0.999998141366157,-0.00012654771500708595,0.0,34.34434879282098,-0.019885056052274308,0.0,0.46306875473481074,34.364233848873255,0.4633368672036045,0.7316383330502629,0.7316263725355555,1.1960514707420877e-05,0.009864762725466419,0.1356664000195451
