experiment,seed,condition_label,n_train,n_test,context_dim,target_dim,K,d,r_star,alpha,overlap,sigma_z,sigma_y,spectrum_decay,spectrum_trace,embedding_decay,embedding_trace,subspace_operator,test_mse,ols_test_mse,rrr_test_mse,oracle_test_mse,ols_test_risk,rrr_test_risk,excess_risk_over_ols,recovered_rank,rrr_effective_rank,model_effective_rank,rank_equality_target,rank_equality_gap,oracle_rank,oracle_effective_rank,target_rank,rank_fraction,oracle_rank_fraction,subspace_error,theorem_subspace_error,operator_error_op,cross_cov_error_op,subspace_bound_denominator,empirical_subspace_bound,empirical_subspace_bound_clipped,subspace_bound_valid,sigma_min_nonzero,sigma_top,lambda_top,oracle_sigma_min_nonzero,oracle_sigma_top,oracle_lambda_top,oracle_effective_sigma_min,lambda_het_proxy,oracle_lambda_het_proxy,sigma_at_population_rank,lambda_at_population_rank,oracle_sigma_at_population_rank,oracle_lambda_at_population_rank,sigma_at_bottleneck_rank,lambda_at_bottleneck_rank,oracle_sigma_at_bottleneck_rank,oracle_lambda_at_bottleneck_rank,relative_conditioning,oracle_relative_conditioning,trace_h,oracle_trace_h,entropy_gap,oracle_entropy_gap,embedding_relative_conditioning,embedding_entropy_gap,empirical_effdim,oracle_effdim,zz_hat_min_eig,zz_hat_condition,zz_pop_min_eig,zz_pop_condition,spectral_tail_proxy,empirical_spectral_tail,population_spectral_energy,empirical_spectral_energy,spectral_tail_ratio,empirical_spectral_tail_ratio,excess_risk_ratio,relative_rrr_to_ols,per_target_excess_mse,per_target_risk_stability_ratio,fixed_eval_mse,fixed_eval_excess_mse,risk_stability_ratio,fixed_eval_relative_mse,oracle_fixed_eval_mse,oracle_fixed_eval_relative_mse,theorem_fixed_eval_mse,theorem_oracle_fixed_eval_mse,theorem_fixed_eval_excess_mse,theorem_fixed_eval_relative_mse,runtime_sec
k_saturation,9,,256,8192,32,1,10,16,16,1.0,0.0,0.12,0.12,1.0,16.0,1.0,16.0,cross_cov,0.8068244373789308,0.806824437378932,0.8068244373789308,0.7196078844694129,8.06824437378932,8.068244373789309,-1.0658141036401503e-14,10,10,10,10,0,10,10,10,1.0,1.0,0.3407243331823955,0.34072433318239337,3.4539645491264035,3.4539645491264035,-0.7544103961051056,,1.0,0,2.7903964277367543,11.965686341992784,143.17764963495264,2.699554153021298,11.973747886018286,143.37063843792737,2.699554153021298,7.786312223926053,7.287592625094537,2.7903964277367543,7.78631222392604,2.699554153021298,7.287592625094537,2.7903964277367543,7.78631222392604,2.699554153021298,7.287592625094537,0.05438217657419374,0.050830439931741786,499.0221503331663,490.1673912731623,-0.409164756497415,-0.41635864658951016,1.0,-5.551115123125783e-17,3.4853355366949996,3.418882670912994,0.008186410988361896,184.37906276649446,0.014399999999999614,70.44444444444639,0.0,0.0,483.20917909420587,472.12042006649085,0.0,0.0,-2.2575047770440577e-17,0.9999999999999987,0.08721655290951791,0.2559739484847123,2.2328423431080937,0.7305458324917669,2.1440964479067537,0.070455590909572,1.5022965106163269,0.04740378948095637,2.2328423431080937,1.5022965106163269,0.7305458324917669,0.070455590909572,0.021941699989838526
k_saturation,0,,256,8192,32,1,11,16,16,1.0,0.0,0.12,0.12,1.0,16.0,1.0,16.0,cross_cov,0.7493921694659019,0.7493921694659023,0.7493921694659019,0.6550881316505597,8.243313864124925,8.243313864124922,-3.552713678800501e-15,11,11,11,11,0,11,11,11,1.0,1.0,0.2753806158955485,0.2753806158955469,3.6089580198604088,3.6089580198604088,-1.3212002630626967,,1.0,0,2.0316616802252545,12.912129861797583,166.72309756792487,2.287757756797712,11.973747886018286,143.37063843792737,2.287757756797712,4.12764918289569,5.2338355537881,2.0316616802252545,4.127649182895705,2.287757756797712,5.2338355537881,2.0316616802252545,4.127649182895705,2.287757756797712,5.2338355537881,0.024757512564892538,0.03650563051690741,504.8031237011556,495.4012268269504,-0.5726108685077644,-0.49718395114129565,1.0,5.551115123125783e-17,3.027793575485203,3.4553883014299016,0.007733344436118986,187.09160724316249,0.014399999999999635,70.4444444444463,0.0,0.0,488.36871729786185,475.77184788929566,0.0,0.0,-7.46726334179226e-18,0.9999999999999996,0.09430403781534225,0.3424498035515767,1.9696757351884633,0.7988983217562529,2.901069558429917,0.062589004704222,1.1707774134322104,0.03720297291975021,1.9696757351884633,1.1707774134322104,0.7988983217562529,0.062589004704222,0.02292200000374578
k_saturation,1,,256,8192,32,1,11,16,16,1.0,0.0,0.12,0.12,1.0,16.0,1.0,16.0,cross_cov,0.7546906061333538,0.7546906061333524,0.7546906061333538,0.6564368566358756,8.301596667466878,8.301596667466892,1.4210854715202004e-14,11,11,11,11,0,11,11,11,1.0,1.0,0.28889943056737033,0.28889943056737183,3.9613313903486724,3.9613313903486724,-1.67357363355096,,1.0,0,1.8805622700229632,13.348040045563822,178.17017305797543,2.2877577567977125,11.973747886018286,143.37063843792737,2.2877577567977125,3.5365144514339133,5.233835553788102,1.8805622700229632,3.5365144514339204,2.2877577567977125,5.233835553788102,1.8805622700229632,3.5365144514339204,2.2877577567977125,5.233835553788102,0.019849082429095253,0.036505630516907424,559.3808949944774,495.4012268269503,-0.6355810242948405,-0.49718395114129654,1.0,5.551115123125783e-17,3.139587762607485,3.4553883014299007,0.008004971320799591,186.2592518553221,0.014399999999999675,70.44444444444613,0.0,0.0,488.3687172978611,502.74518938616706,0.0,0.0,2.826651555344154e-17,1.000000000000002,0.09825374949747823,0.3400967226017612,1.7695788305431872,0.6070708213153861,2.101322318715392,0.055800083653044986,1.162508009227801,0.0366573350916129,1.7695788305431872,1.162508009227801,0.6070708213153861,0.055800083653044986,0.022656200017081574
k_saturation,2,,256,8192,32,1,11,16,16,1.0,0.0,0.12,0.12,1.0,16.0,1.0,16.0,cross_cov,0.7481353157588565,0.748135315758857,0.7481353157588565,0.6516792798103181,8.229488473347427,8.22948847334742,-7.105427357601002e-15,11,11,11,11,0,11,11,11,1.0,1.0,0.3391693892116999,0.3391693892116978,2.8532342280312792,2.8532342280312792,-0.5654764712335671,,1.0,0,1.9429983171650445,12.907193893674128,166.5956542088987,2.287757756797712,11.973747886018286,143.37063843792737,2.287757756797712,3.775242460506189,5.2338355537881,1.9429983171650445,3.7752424605061945,2.287757756797712,5.2338355537881,1.9429983171650445,3.7752424605061945,2.287757756797712,5.2338355537881,0.022661110089776518,0.03650563051690741,533.8393999044196,495.40122682695005,-0.628126733602326,-0.4971839511412961,1.0,5.551115123125783e-17,3.2044017140748715,3.455388301429899,0.007293598574142387,197.81766860576386,0.014399999999999398,70.44444444444741,0.0,0.0,488.36871729786156,496.6281825047042,0.0,0.0,-1.430733818158557e-17,0.9999999999999994,0.09645603594853835,0.2843889779461608,1.5867240265942584,0.41418370748478806,1.2211706617965719,0.04999541967755524,1.1725403191094703,0.03694507952246611,1.5867240265942584,1.17254031910947,0.4141837074847883,0.04999541967755524,0.026916800008621067
k_saturation,3,,256,8192,32,1,11,16,16,1.0,0.0,0.12,0.12,1.0,16.0,1.0,16.0,cross_cov,0.7386064722811451,0.7386064722811448,0.7386064722811451,0.6550532868266669,8.124671195092594,8.124671195092596,1.7763568394002505e-15,11,11,11,11,0,11,11,11,1.0,1.0,0.29712683070612894,0.2971268307061284,2.8976798264462174,2.8976798264462174,-0.6099220696485053,,1.0,0,2.0800325492726124,12.752570453205635,162.6280531639734,2.287757756797712,11.97374788601829,143.37063843792745,2.287757756797712,4.326535406033523,5.2338355537881,2.0800325492726124,4.326535406033523,2.287757756797712,5.2338355537881,2.0800325492726124,4.326535406033523,2.287757756797712,5.2338355537881,0.026603868901211015,0.03650563051690739,553.3313736553798,495.40122682695016,-0.5857672506239981,-0.4971839511412961,1.0,5.551115123125783e-17,3.402434960575166,3.4553883014298976,0.007964681466139241,182.41705535724645,0.01439999999999973,70.44444444444584,0.0,0.0,488.3687172978627,504.3705831953841,0.0,0.0,3.521927920828249e-18,1.0000000000000002,0.08355318545447821,0.2812037716550614,1.677456430153268,0.5197525338228091,1.7492615277711738,0.05301925150946753,1.157703896330459,0.03659146845764979,1.677456430153268,1.1577038963304596,0.5197525338228084,0.05301925150946753,0.026028600026620552
k_saturation,4,,256,8192,32,1,11,16,16,1.0,0.0,0.12,0.12,1.0,16.0,1.0,16.0,cross_cov,0.7559614907886236,0.755961490788624,0.7559614907886236,0.6562915977765645,8.315576398674864,8.31557639867486,-3.552713678800501e-15,11,11,11,11,0,11,11,11,1.0,1.0,0.26615879092273387,0.26615879092273637,3.913478002535071,3.913478002535071,-1.6257202457373587,,1.0,0,2.0233958013944897,11.734514339044408,137.6988267732388,2.287757756797712,11.973747886018286,143.37063843792737,2.287757756797712,4.0941305691008445,5.2338355537881,2.0233958013944897,4.094130569100849,2.287757756797712,5.2338355537881,2.0233958013944897,4.094130569100849,2.287757756797712,5.2338355537881,0.029732501467445518,0.03650563051690741,482.17927964567724,495.4012268269501,-0.5894939280274123,-0.4971839511412961,1.0,5.551115123125783e-17,3.501694901436784,3.4553883014298994,0.007955322007039026,191.4264893443468,0.014399999999999582,70.44444444444655,0.0,0.0,488.36871729786105,464.40344234004937,0.0,0.0,-7.650058881775263e-18,0.9999999999999996,0.09966989301205909,0.374475299750638,1.6929140557529752,0.5272596023686613,1.9809963839282705,0.05330825421589831,1.1656544533843138,0.036705350586310054,1.6929140557529752,1.1656544533843136,0.5272596023686615,0.05330825421589831,0.028990999999223277
k_saturation,5,,256,8192,32,1,11,16,16,1.0,0.0,0.12,0.12,1.0,16.0,1.0,16.0,cross_cov,0.748968677437544,0.748968677437545,0.748968677437544,0.64901592558789,8.238655451812996,8.238655451812985,-1.0658141036401503e-14,11,11,11,11,0,11,11,11,1.0,1.0,0.3315443010887064,0.33154430108870675,3.2458912934721162,3.2458912934721162,-0.9581335366744033,,1.0,0,1.902243661652848,13.034849123516121,169.907291672829,2.287757756797713,11.97374788601829,143.37063843792745,2.287757756797713,3.6185309482984347,5.233835553788103,1.902243661652848,3.6185309482984347,2.287757756797713,5.233835553788103,1.902243661652848,3.6185309482984347,2.287757756797713,5.233835553788103,0.021297090387775854,0.03650563051690741,552.462913169377,495.40122682695056,-0.6509574919026706,-0.4971839511412961,1.0,5.551115123125783e-17,3.251555055289749,3.4553883014299007,0.00861364814265833,186.30901771888588,0.014399999999999552,70.44444444444675,0.0,0.0,488.3687172978591,500.9084620551724,0.0,0.0,-2.1277622247929932e-17,0.9999999999999987,0.09995275184965402,0.30147630805727843,1.7704707321545787,0.5935554140323727,1.7902748202375622,0.05661847546670208,1.176915318122206,0.03763696843742579,1.7704707321545787,1.1769153181222058,0.5935554140323729,0.05661847546670208,0.024895999988075346
