stress,x,seed,n_train,rho,noise,shuffled,lhs,old_scale,corrected_scale,old_rhs,corrected_rhs,calibrated_c_old,calibrated_c_corrected
shuffle,512.0,2,512,1.0,1.0,1,0.7353372948239828,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,3,512,1.0,1.0,1,0.6507972100776761,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,4,512,1.0,1.0,1,0.7118305087366428,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,5,512,1.0,1.0,1,0.6865155990098175,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,6,512,1.0,1.0,1,0.6733610988489811,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,7,512,1.0,1.0,1,0.6298049146480003,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,8,512,1.0,1.0,1,0.7039640242241111,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,9,512,1.0,1.0,1,0.7553001244730603,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,10,512,1.0,1.0,1,0.6961198934654033,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,11,512,1.0,1.0,1,0.7188057835917507,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,12,512,1.0,1.0,1,0.692536859148674,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,13,512,1.0,1.0,1,0.7185430143512397,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,14,512,1.0,1.0,1,0.6871298132562433,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,15,512,1.0,1.0,1,0.7396883057699774,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,16,512,1.0,1.0,1,0.6823733410643288,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,17,512,1.0,1.0,1,0.6472219304789064,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,18,512,1.0,1.0,1,0.6604056518944841,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,19,512,1.0,1.0,1,0.6812128744012675,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,20,512,1.0,1.0,1,0.7169606583643906,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,21,512,1.0,1.0,1,0.6712783337875182,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,22,512,1.0,1.0,1,0.6380624799631853,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,23,512,1.0,1.0,1,0.6908284388395576,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,24,512,1.0,1.0,1,0.7211173555364487,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,25,512,1.0,1.0,1,0.7177687365284224,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,26,512,1.0,1.0,1,0.6736628104331733,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,27,512,1.0,1.0,1,0.752857511183093,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,28,512,1.0,1.0,1,0.6944120658859306,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,512.0,29,512,1.0,1.0,1,0.691802960409044,0.0,0.8233827772962874,0.0,0.6823440624951258,2.9505273848929625,0.8287082038996669
shuffle,768.0,0,768,1.0,1.0,1,0.5548271211508999,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,1,768,1.0,1.0,1,0.5381140284950673,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,2,768,1.0,1.0,1,0.5304032531871692,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,3,768,1.0,1.0,1,0.5314083771732538,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,4,768,1.0,1.0,1,0.5481081468571141,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,5,768,1.0,1.0,1,0.5190207495379191,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,6,768,1.0,1.0,1,0.5663622490858801,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,7,768,1.0,1.0,1,0.5718258831644485,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,8,768,1.0,1.0,1,0.5946624856874252,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,9,768,1.0,1.0,1,0.5874334150811588,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,10,768,1.0,1.0,1,0.5588365781505624,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,11,768,1.0,1.0,1,0.518998666425901,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,12,768,1.0,1.0,1,0.5539431397118901,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,13,768,1.0,1.0,1,0.5445914363304961,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,14,768,1.0,1.0,1,0.5559742399561229,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,15,768,1.0,1.0,1,0.5767561927903551,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,16,768,1.0,1.0,1,0.5466354291395089,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,17,768,1.0,1.0,1,0.5832575890879723,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,18,768,1.0,1.0,1,0.5985939017988418,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,19,768,1.0,1.0,1,0.5595643419794988,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,20,768,1.0,1.0,1,0.5900884783379837,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,21,768,1.0,1.0,1,0.5378478863324221,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,22,768,1.0,1.0,1,0.5805383974389315,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,23,768,1.0,1.0,1,0.5366960133936738,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,24,768,1.0,1.0,1,0.5422125131938792,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,25,768,1.0,1.0,1,0.6021853601703938,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,26,768,1.0,1.0,1,0.5414309204772564,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,27,768,1.0,1.0,1,0.5563428585520264,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,28,768,1.0,1.0,1,0.5492520037630206,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,768.0,29,768,1.0,1.0,1,0.5388661246097672,0.0,0.642848472411909,0.0,0.5327338029521177,2.9505273848929625,0.8287082038996669
shuffle,1024.0,0,1024,1.0,1.0,1,0.5072388373195227,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,1,1024,1.0,1.0,1,0.47012296777333284,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,2,1024,1.0,1.0,1,0.49976115446259545,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,3,1024,1.0,1.0,1,0.47548900893826046,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,4,1024,1.0,1.0,1,0.4583519259713179,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,5,1024,1.0,1.0,1,0.46427732646699416,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,6,1024,1.0,1.0,1,0.4594657674735123,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,7,1024,1.0,1.0,1,0.45577331155055,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,8,1024,1.0,1.0,1,0.48464404148089235,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,9,1024,1.0,1.0,1,0.47016477077348673,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,10,1024,1.0,1.0,1,0.49560657134259944,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,11,1024,1.0,1.0,1,0.5133006761264294,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,12,1024,1.0,1.0,1,0.4897861395354634,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,13,1024,1.0,1.0,1,0.5083371905278735,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,14,1024,1.0,1.0,1,0.5131137428921091,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,15,1024,1.0,1.0,1,0.4638856727209912,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,16,1024,1.0,1.0,1,0.4514107358630677,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,17,1024,1.0,1.0,1,0.500470475108667,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,18,1024,1.0,1.0,1,0.4642852306648037,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,19,1024,1.0,1.0,1,0.5049207408589036,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,20,1024,1.0,1.0,1,0.5080412820357498,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,21,1024,1.0,1.0,1,0.4875212626290685,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,22,1024,1.0,1.0,1,0.5157229382469509,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,23,1024,1.0,1.0,1,0.47451367057561883,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,24,1024,1.0,1.0,1,0.5012711021826768,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,25,1024,1.0,1.0,1,0.4728976034957321,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,26,1024,1.0,1.0,1,0.45825882550241614,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,27,1024,1.0,1.0,1,0.47403934840636164,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,28,1024,1.0,1.0,1,0.4521145041495041,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1024.0,29,1024,1.0,1.0,1,0.48375613955169255,0.0,0.5415242075104005,0.0,0.44876555337413454,2.9505273848929625,0.8287082038996669
shuffle,1536.0,0,1536,1.0,1.0,1,0.3901075126132277,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,1,1536,1.0,1.0,1,0.37999441671861217,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,2,1536,1.0,1.0,1,0.3922453866205418,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,3,1536,1.0,1.0,1,0.3941167196661708,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,4,1536,1.0,1.0,1,0.4285671380975748,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,5,1536,1.0,1.0,1,0.41030428238636046,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,6,1536,1.0,1.0,1,0.3915999586159993,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,7,1536,1.0,1.0,1,0.380473863531174,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,8,1536,1.0,1.0,1,0.3978786368343648,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,9,1536,1.0,1.0,1,0.38437454523400316,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,10,1536,1.0,1.0,1,0.39584076530665324,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,11,1536,1.0,1.0,1,0.37882239978617177,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,12,1536,1.0,1.0,1,0.38388686244536835,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,13,1536,1.0,1.0,1,0.3911345850748928,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,14,1536,1.0,1.0,1,0.40744325401980824,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,15,1536,1.0,1.0,1,0.3652330412583642,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,16,1536,1.0,1.0,1,0.3759037424936733,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,17,1536,1.0,1.0,1,0.4019726384026101,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,18,1536,1.0,1.0,1,0.4020110386084891,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,19,1536,1.0,1.0,1,0.37295840491562693,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,20,1536,1.0,1.0,1,0.42670741451692484,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,21,1536,1.0,1.0,1,0.3784646220902423,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,22,1536,1.0,1.0,1,0.40738278220435603,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,23,1536,1.0,1.0,1,0.38669097402831887,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,24,1536,1.0,1.0,1,0.3712378493933208,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,25,1536,1.0,1.0,1,0.4111371252773096,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,26,1536,1.0,1.0,1,0.4013774207043888,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,27,1536,1.0,1.0,1,0.3862052239915673,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,28,1536,1.0,1.0,1,0.37763442728611474,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
shuffle,1536.0,29,1536,1.0,1.0,1,0.3784544617201362,0.0,0.42743228889919593,0.0,0.3542166444223762,2.9505273848929625,0.8287082038996669
additive_noise,0.25,0,512,1.0,0.25,0,0.5465273706102178,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,1,512,1.0,0.25,0,0.48205990630625656,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,2,512,1.0,0.25,0,0.5478241928638161,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,3,512,1.0,0.25,0,0.5423664629356375,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,4,512,1.0,0.25,0,0.5309181580077392,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,5,512,1.0,0.25,0,0.6452991412040936,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,6,512,1.0,0.25,0,0.5351824485903081,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,7,512,1.0,0.25,0,0.5058281154453828,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,8,512,1.0,0.25,0,0.601165495352747,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,9,512,1.0,0.25,0,0.5950486221904212,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,10,512,1.0,0.25,0,0.5417409695377756,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,11,512,1.0,0.25,0,0.5693814000459931,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,12,512,1.0,0.25,0,0.48411819833768627,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,13,512,1.0,0.25,0,0.5634439751354219,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,14,512,1.0,0.25,0,0.522555383144718,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,15,512,1.0,0.25,0,0.5201635678303588,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,16,512,1.0,0.25,0,0.43362218534068764,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,17,512,1.0,0.25,0,0.576101290519118,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,18,512,1.0,0.25,0,0.6041056700564515,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,19,512,1.0,0.25,0,0.5514116366704753,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,20,512,1.0,0.25,0,0.49682729990096924,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,21,512,1.0,0.25,0,0.4764137021958926,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,22,512,1.0,0.25,0,0.5194191950661227,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,23,512,1.0,0.25,0,0.4903809218238004,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,24,512,1.0,0.25,0,0.5197576012412344,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,25,512,1.0,0.25,0,0.5627020869403228,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,26,512,1.0,0.25,0,0.4930051130200477,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,27,512,1.0,0.25,0,0.534547509829227,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,28,512,1.0,0.25,0,0.5361370431887291,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.25,29,512,1.0,0.25,0,0.5436985495246112,0.25883824390872767,0.667635903831736,0.763709326910305,0.5532753507233287,2.9505273848929625,0.8287082038996669
additive_noise,0.5,0,512,1.0,0.5,0,0.6068773745297947,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,1,512,1.0,0.5,0,0.5160172480454275,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,2,512,1.0,0.5,0,0.5741606718194003,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,3,512,1.0,0.5,0,0.5789044189917425,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,4,512,1.0,0.5,0,0.5785513984768755,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,5,512,1.0,0.5,0,0.7020725694780848,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,6,512,1.0,0.5,0,0.5705623981062395,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,7,512,1.0,0.5,0,0.5601467620254473,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,8,512,1.0,0.5,0,0.6541247780796879,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,9,512,1.0,0.5,0,0.6278241813993514,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,10,512,1.0,0.5,0,0.5792493312668586,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,11,512,1.0,0.5,0,0.596494956828177,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,12,512,1.0,0.5,0,0.526615928094759,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,13,512,1.0,0.5,0,0.606733737238493,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,14,512,1.0,0.5,0,0.5741803963855677,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,15,512,1.0,0.5,0,0.5608957458847214,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,16,512,1.0,0.5,0,0.4912097720653694,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,17,512,1.0,0.5,0,0.6216652220434273,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,18,512,1.0,0.5,0,0.6486189568788989,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,19,512,1.0,0.5,0,0.5745310185614108,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,20,512,1.0,0.5,0,0.5587273040510778,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,21,512,1.0,0.5,0,0.5483205637698354,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,22,512,1.0,0.5,0,0.5617508038753327,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,23,512,1.0,0.5,0,0.5404117614587509,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,24,512,1.0,0.5,0,0.5532963735053532,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,25,512,1.0,0.5,0,0.5950595981888893,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
additive_noise,0.5,26,512,1.0,0.5,0,0.5287016045549796,0.25883824390872767,0.7162372520015521,0.763709326910305,0.5935516866722393,2.9505273848929625,0.8287082038996669
