experiment,seed,condition_label,n_train,n_test,context_dim,target_dim,K,d,r_star,alpha,overlap,sigma_z,sigma_y,spectrum_decay,spectrum_trace,embedding_decay,embedding_trace,subspace_operator,test_mse,ols_test_mse,rrr_test_mse,oracle_test_mse,ols_test_risk,rrr_test_risk,excess_risk_over_ols,recovered_rank,rrr_effective_rank,model_effective_rank,rank_equality_target,rank_equality_gap,oracle_rank,oracle_effective_rank,target_rank,rank_fraction,oracle_rank_fraction,subspace_error,theorem_subspace_error,operator_error_op,cross_cov_error_op,subspace_bound_denominator,empirical_subspace_bound,empirical_subspace_bound_clipped,subspace_bound_valid,sigma_min_nonzero,sigma_top,lambda_top,oracle_sigma_min_nonzero,oracle_sigma_top,oracle_lambda_top,oracle_effective_sigma_min,lambda_het_proxy,oracle_lambda_het_proxy,sigma_at_population_rank,lambda_at_population_rank,oracle_sigma_at_population_rank,oracle_lambda_at_population_rank,sigma_at_bottleneck_rank,lambda_at_bottleneck_rank,oracle_sigma_at_bottleneck_rank,oracle_lambda_at_bottleneck_rank,relative_conditioning,oracle_relative_conditioning,trace_h,oracle_trace_h,entropy_gap,oracle_entropy_gap,embedding_relative_conditioning,embedding_entropy_gap,empirical_effdim,oracle_effdim,zz_hat_min_eig,zz_hat_condition,zz_pop_min_eig,zz_pop_condition,spectral_tail_proxy,empirical_spectral_tail,population_spectral_energy,empirical_spectral_energy,spectral_tail_ratio,empirical_spectral_tail_ratio,excess_risk_ratio,relative_rrr_to_ols,per_target_excess_mse,per_target_risk_stability_ratio,fixed_eval_mse,fixed_eval_excess_mse,risk_stability_ratio,fixed_eval_relative_mse,oracle_fixed_eval_mse,oracle_fixed_eval_relative_mse,theorem_fixed_eval_mse,theorem_oracle_fixed_eval_mse,theorem_fixed_eval_excess_mse,theorem_fixed_eval_relative_mse,runtime_sec
post_saturation,0,,4096,8192,64,1,24,24,24,1.0,0.0,0.35,0.35,1.0,16.0,1.0,24.0,whitened_raw,0.1520336171031141,0.1520336171031141,0.1520336171031141,0.14973946777608227,3.6488068104747384,3.6488068104747384,0.0,24,24,24,24,0,24,24,24,1.0,1.0,0.11388175684414563,0.29473880522010487,0.08350704190271536,0.08350704190271536,0.04997468695048453,1.6709867934831701,1.0,1,0.13465367088355837,0.9684760965160464,0.9379459495229584,0.1334817288531999,0.9438583563660171,0.8908685968819594,0.1334817288531999,0.018131611082417662,0.017817371937639177,0.13465367088355837,0.018131611082417655,0.1334817288531999,0.017817371937639177,0.13465367088355837,0.018131611082417655,0.1334817288531999,0.017817371937639177,0.019331189704096953,0.019999999999999987,5.719397712256601,5.599651342178172,-0.6130722406291798,-0.6162203484779221,1.0,0.0,6.097790299286969,6.285608631595001,0.10031675774434712,12.851370388810949,0.1224999999999992,9.163265306122526,0.0,0.0,5.599651342178177,5.719397659091727,0.0,0.0,0.0,1.0,0.0022941493270318414,0.007783669087341987,32.726961743688925,0.08372412248661476,0.2840620949931968,0.11101870341881451,32.64323762120231,0.11073468855681362,33.20064543644953,32.64323762120231,0.5574078152472168,0.11262556658603348,0.09594329999526963
post_saturation,1,,4096,8192,64,1,24,24,24,1.0,0.0,0.35,0.35,1.0,16.0,1.0,24.0,whitened_raw,0.15325758232235678,0.15325758232235678,0.15325758232235678,0.15111828224731155,3.678181975736563,3.678181975736563,0.0,24,24,24,24,0,24,24,24,1.0,1.0,0.10672747865400233,0.2807685599437524,0.0865829280429205,0.0865829280429205,0.046898800810279445,1.8461650734562696,1.0,1,0.13387779622231655,0.9515876441813013,0.9055190445585188,0.13348172885319995,0.9438583563660172,0.8908685968819595,0.13348172885319995,0.0179232643213441,0.01781737193763919,0.13387779622231655,0.017923264321344116,0.13348172885319995,0.01781737193763919,0.13387779622231655,0.017923264321344116,0.13348172885319995,0.01781737193763919,0.019793359873598804,0.02,5.660176165482432,5.599651342178173,-0.6083039636026957,-0.6162203484779227,1.0,0.0,6.250753310486166,6.285608631595002,0.09648034948175606,13.23056718481921,0.12249999999999914,9.163265306122526,0.0,0.0,5.59965134217817,5.660176112324041,0.0,0.0,0.0,1.0,0.0021393000750452307,0.007619443129507827,32.70440692824973,0.0758380686931659,0.27010883522129,0.10969077246089266,32.628568859556566,0.109436411134141,33.14731551030447,32.62856885955656,0.5187466507479144,0.11117629044021972,0.0783983000437729
post_saturation,2,,4096,8192,64,1,24,24,24,1.0,0.0,0.35,0.35,1.0,16.0,1.0,24.0,whitened_raw,0.15365490368837528,0.15365490368837523,0.15365490368837528,0.15110450794555133,3.6877176885210057,3.6877176885210057,0.0,24,24,24,24,0,24,24,24,1.0,1.0,0.1112814265747972,0.28748226133874044,0.09022844540329931,0.09022844540329931,0.04325328344990058,2.086048461680583,1.0,1,0.14193980101352138,0.9541627063429236,0.9104264701756521,0.1334817288531999,0.9438583563660174,0.89086859688196,0.1334817288531999,0.02014690711175804,0.017817371937639177,0.14193980101352138,0.020146907111758046,0.1334817288531999,0.017817371937639177,0.14193980101352138,0.020146907111758046,0.1334817288531999,0.017817371937639177,0.022129087599870666,0.019999999999999976,5.618194866867925,5.599651342178172,-0.6000168680663931,-0.6162203484779225,1.0,0.0,6.170948507004618,6.2856086315949975,0.09834034580126587,13.117282437236106,0.12249999999999944,9.163265306122499,0.0,0.0,5.599651342178169,5.618194814095057,0.0,0.0,0.0,1.0000000000000004,0.002550395742823952,0.008871489082308351,32.94758231067863,0.10005298559476472,0.3480318581356651,0.1092798217609636,32.84752932508386,0.10894796820250373,33.42208843272609,32.847529325083855,0.5745591076422372,0.11085365330808221,0.08048550004605204
post_saturation,3,,4096,8192,64,1,24,24,24,1.0,0.0,0.35,0.35,1.0,16.0,1.0,24.0,whitened_raw,0.15406386590131121,0.15406386590131121,0.15406386590131121,0.15148194270331772,3.6975327816314696,3.6975327816314696,0.0,24,24,24,24,0,24,24,24,1.0,1.0,0.11090595082194796,0.2792980820195465,0.0933274816744108,0.0933274816744108,0.04015424717878918,2.324224415386612,1.0,1,0.1338549632339345,0.9557725220930804,0.9135011139881678,0.13348172885319998,0.9438583563660174,0.89086859688196,0.13348172885319998,0.017917151182357982,0.0178173719376392,0.1338549632339345,0.017917151182357958,0.13348172885319998,0.0178173719376392,0.1338549632339345,0.017917151182357958,0.13348172885319998,0.0178173719376392,0.01961371574483929,0.02,5.652724356403137,5.5996513421781735,-0.6042698501876727,-0.616220348477923,1.0,0.0,6.1879775184120405,6.285608631594999,0.09959684330236436,12.777608698905166,0.12249999999999926,9.163265306122513,0.0,0.0,5.599651342178171,5.6527243033375525,0.0,0.0,0.0,1.0,0.0025819231979934965,0.009244328422609083,32.744854314394004,0.06789261117196332,0.24308298388963484,0.10967658925636305,32.67696170322204,0.10944918772458173,33.18044796433268,32.67696170322204,0.5034862611106377,0.11113557958712789,0.07354170002508909
post_saturation,4,,4096,8192,64,1,24,24,24,1.0,0.0,0.35,0.35,1.0,16.0,1.0,24.0,whitened_raw,0.15308404031039444,0.15308404031039444,0.15308404031039444,0.150795436055057,3.6740169674494667,3.6740169674494667,0.0,24,24,24,24,0,24,24,24,1.0,1.0,0.11036641921114497,0.2805341531624475,0.08977459686236615,0.08977459686236615,0.04370713199083388,2.0540033805282256,1.0,1,0.13765510393673944,0.9141094195008579,0.8355960308201954,0.13348172885320003,0.9438583563660171,0.8908685968819594,0.13348172885320003,0.018948927639834554,0.017817371937639215,0.13765510393673944,0.018948927639834537,0.13348172885320003,0.017817371937639215,0.13765510393673944,0.018948927639834537,0.13348172885320003,0.017817371937639215,0.02267713936031368,0.02000000000000003,5.62507513801142,5.5996513421781735,-0.6019295396868334,-0.6162203484779221,1.0,0.0,6.731811701510859,6.285608631595004,0.09752828128911872,13.165232380833311,0.12249999999999903,9.16326530612253,0.0,0.0,5.59965134217818,5.625075085076814,0.0,0.0,0.0,1.0,0.0022886042553374453,0.008158023647167818,32.92068276935745,0.07573409272846021,0.2699638952145882,0.11070470781287534,32.84494867662899,0.110450031424001,33.472097806059224,32.84494867662899,0.6271491294302365,0.11255899014806785,0.07475119997980073
post_saturation,5,,4096,8192,64,1,24,24,24,1.0,0.0,0.35,0.35,1.0,16.0,1.0,24.0,whitened_raw,0.1530839863600855,0.1530839863600855,0.1530839863600855,0.15102386351803684,3.674015672642052,3.674015672642052,0.0,24,24,24,24,0,24,24,24,1.0,1.0,0.11739956500507884,0.2964245629603093,0.08639478421026554,0.08639478421026554,0.04708694464293432,1.8347927406504512,1.0,1,0.128167184606482,0.9504459447713752,0.903347493932352,0.13348172885319987,0.9438583563660163,0.8908685968819579,0.13348172885319987,0.016426827209952054,0.01781737193763917,0.128167184606482,0.016426827209952036,0.13348172885319987,0.01781737193763917,0.128167184606482,0.016426827209952036,0.13348172885319987,0.01781737193763917,0.018184394510737608,0.020000000000000014,5.645460922525144,5.599651342178171,-0.6190439367764524,-0.6162203484779225,1.0,0.0,6.249489770486826,6.285608631595012,0.10097808470201303,12.575799089031278,0.12249999999999915,9.16326530612252,0.0,0.0,5.599651342178173,5.645460869692922,0.0,0.0,0.0,1.0,0.0020601228420486506,0.006949905977678703,33.073520706638924,0.1056847897393709,0.35653182274750256,0.11059247585498558,32.96783591689955,0.11023908310127295,33.53452545859336,32.967835916899546,0.5666895416938118,0.11213400079125643,0.07484730001306161
post_saturation,6,,4096,8192,64,1,24,24,24,1.0,0.0,0.35,0.35,1.0,16.0,1.0,24.0,whitened_raw,0.15308561372573085,0.15308561372573082,0.15308561372573085,0.15072330779927134,3.6740547294175396,3.6740547294175396,0.0,24,24,24,24,0,24,24,24,1.0,1.0,0.10260103640438054,0.28862627883308084,0.08784788391655311,0.08784788391655311,0.04563384493664695,1.9250598769074034,1.0,1,0.129521108682561,0.9602031200703874,0.9219900317929068,0.13348172885320006,0.9438583563660177,0.8908685968819604,0.13348172885320006,0.016775717594359772,0.01781737193763922,0.129521108682561,0.01677571759435978,0.13348172885320006,0.01781737193763922,0.129521108682561,0.01677571759435978,0.13348172885320006,0.01781737193763922,0.018195118185537894,0.020000000000000014,5.687855752702758,5.599651342178177,-0.6239369606420744,-0.6162203484779225,1.0,0.0,6.169107643866954,6.285608631595,0.09777507871889933,13.015476907229578,0.12249999999999929,9.163265306122511,0.0,0.0,5.5996513421781735,5.687855699812937,0.0,0.0,0.0,1.0000000000000002,0.0023623059264595014,0.008184652956793574,33.18807262684176,0.09795446467990843,0.3393816567082505,0.11049475448588837,33.09011816216185,0.11016862965642632,33.72260373742091,33.09011816216185,0.6324855752590608,0.11227439636182979,0.0781004999880679
post_saturation,7,,4096,8192,64,1,24,24,24,1.0,0.0,0.35,0.35,1.0,16.0,1.0,24.0,whitened_raw,0.152618343809476,0.15261834380947598,0.152618343809476,0.1504336805999185,3.662840251427424,3.662840251427424,0.0,24,24,24,24,0,24,24,24,1.0,1.0,0.10896507794141097,0.26476795510652446,0.09254177986915887,0.09254177986915887,0.0409399489840411,2.260427337250293,1.0,1,0.13331803156219724,0.9509531069593103,0.9043118116355655,0.13348172885319998,0.9438583563660174,0.89086859688196,0.13348172885319998,0.01777369753961904,0.0178173719376392,0.13331803156219724,0.017773697539619018,0.13348172885319998,0.0178173719376392,0.13331803156219724,0.017773697539619018,0.13348172885319998,0.0178173719376392,0.019654390566316914,0.02,5.676320766766766,5.599651342178172,-0.6205308980789279,-0.616220348477923,1.0,0.0,6.276950819099003,6.2856086315949975,0.09840812633474028,12.946673999133232,0.12249999999999936,9.163265306122504,0.0,0.0,5.599651342178177,5.676320713593163,0.0,0.0,0.0,1.0000000000000002,0.0021846632095575136,0.008251237234047281,32.62201003203686,0.09994115773817214,0.3774669698905318,0.1089510952354629,32.52206887429869,0.10861731143170646,33.059421423927844,32.522068874298675,0.5373525496291691,0.11041196322514807,0.07879769999999553
post_saturation,8,,4096,8192,64,1,24,24,24,1.0,0.0,0.35,0.35,1.0,16.0,1.0,24.0,whitened_raw,0.15413352713114523,0.15413352713114523,0.15413352713114523,0.15164141553871704,3.699204651147485,3.6992046511474856,4.440892098500626e-16,24,24,24,24,0,24,24,24,1.0,1.0,0.11432029086976171,0.29567862383554316,0.08035112068064776,0.08035112068064776,0.053130608172552246,1.5123320331604613,1.0,1,0.12498363401884267,0.914886037366908,0.8370164613689234,0.1334817288532,0.9438583563660174,0.89086859688196,0.1334817288532,0.015620908772555954,0.017817371937639208,0.12498363401884267,0.015620908772556008,0.1334817288532,0.017817371937639208,0.12498363401884267,0.015620908772556008,0.1334817288532,0.017817371937639208,0.018662606404428808,0.02000000000000001,5.59012435594465,5.5996513421781735,-0.6121494200812976,-0.616220348477923,1.0,0.0,6.678631322019779,6.285608631594999,0.09981071974845533,13.073274283407105,0.12249999999999935,9.163265306122506,0.0,0.0,5.599651342178172,5.590124303043977,0.0,0.0,7.944174150264312e-17,1.0,0.002492111592428181,0.008428446940467014,32.741898229021665,0.11754627296229359,0.397547416304511,0.10840874226725214,32.62435195605937,0.10801954541858715,33.27123034073001,32.62435195605938,0.6468783846706287,0.11016136601773176,0.07819830003427342
post_saturation,9,,4096,8192,64,1,24,24,24,1.0,0.0,0.35,0.35,1.0,16.0,1.0,24.0,whitened_raw,0.15367505089058467,0.1536750508905847,0.15367505089058467,0.1511963972146597,3.6882012213740323,3.6882012213740323,0.0,24,24,24,24,0,24,24,24,1.0,1.0,0.10525067848722777,0.2874529690496465,0.08563792283595015,0.08563792283595015,0.04784380601724983,1.7899479570056331,1.0,1,0.13950160407972553,0.9358527310444663,0.8758203342033862,0.13348172885319998,0.9438583563660171,0.8908685968819594,0.13348172885319998,0.019460697540816484,0.0178173719376392,0.13950160407972553,0.019460697540816495,0.13348172885319998,0.0178173719376392,0.13950160407972553,0.019460697540816495,0.13348172885319998,0.0178173719376392,0.02221996542078145,0.020000000000000014,5.602831527894523,5.599651342178173,-0.6007816488381403,-0.6162203484779227,1.0,0.0,6.397238462144923,6.285608631595002,0.10116545621333717,12.677261356178034,0.12249999999999919,9.163265306122517,0.0,0.0,5.59965134217817,5.602831475703156,0.0,0.0,0.0,0.9999999999999998,0.00247865367592498,0.008622814661193802,33.18537919126097,0.13005068065425718,0.45242420380704396,0.11260349744302268,33.055328510606714,0.11216221390661604,33.71747899452421,33.05532851060671,0.6621504839175003,0.11440900035714828,0.07741259998874739
